epoch,avg_reward,option 0 dur,option 1 dur,option 0 std,option 1 std,option 0 term,option 1 term,option 0 adv,option 1 adv
85,32.49533262866897,15,2033,0.9209192395210266,0.4274996519088745,0.7736092805862427,3.1591110172257686e-08,0.0,10.079323768615723
86,34.05256900283817,28,2020,0.9209192395210266,0.4266234338283539,0.7695848345756531,1.783241820874082e-08,-0.5070888996124268,9.690217018127441
87,35.64272897842924,27,2021,0.9037419557571411,0.4235074520111084,0.732750415802002,1.2175998563179746e-05,0.0,10.038532257080078
88,37.20837846998632,32,2016,0.9037419557571411,0.4205482304096222,0.7213401198387146,2.090892849082593e-06,0.0,9.864978790283203
89,38.80255814969091,20,2028,0.9037419557571411,0.4177522659301758,0.731469452381134,4.768889425577072e-07,0.0,9.653199195861816
90,40.42604129878541,9,2039,0.9037419557571411,0.41491007804870605,0.7280271649360657,2.3361252488030004e-07,0.0,9.921664237976074
91,42.0609063526441,10,2038,0.9037419557571411,0.41047197580337524,0.7477030754089355,3.641499901618772e-08,0.0,9.763998985290527
92,43.77437863647226,1,2047,0.9037419557571411,0.4082447290420532,0.7451572418212891,1.2125332737866756e-08,0.0,9.932894706726074
93,45.37628789215515,11,2037,0.9037419557571411,0.402681827545166,0.7515174150466919,1.9104156478988443e-08,0.0,9.913185119628906
94,46.94808575389325,27,2021,0.9037419557571411,0.40027689933776855,0.7498174905776978,3.4854085129154555e-07,0.0,9.863531112670898
95,48.3839383601072,15,2033,0.9037419557571411,0.3971899151802063,0.7678930759429932,1.0466254707353073e-07,0.0,10.037528991699219
96,49.754006098136685,24,2024,0.9037419557571411,0.39517202973365784,0.7749073505401611,1.3352081396078574e-06,-0.09370752424001694,9.59744930267334
97,51.20038462886188,12,2036,0.8987379670143127,0.39098629355430603,0.7922047972679138,4.570461697994688e-08,0.0,9.631307601928711
98,52.64985644295705,38,2010,0.8987379670143127,0.38953906297683716,0.8138365745544434,6.792492968088482e-07,0.0,9.926373481750488
99,53.9053834490849,13,2035,0.8987379670143127,0.3863879144191742,0.8097110390663147,8.037027043883427e-08,0.0,10.468657493591309
100,55.13629382420932,31,2017,0.8987379670143127,0.38274046778678894,0.8013255596160889,1.6632347410450166e-07,0.0,10.596614837646484
101,56.35329450185252,63,1985,0.8987379670143127,0.3834731876850128,0.7880846858024597,1.3451496272409713e-07,0.0,10.812982559204102
102,57.688770958063024,11,2037,0.8987379670143127,0.3802022635936737,0.802141547203064,7.631420828602131e-09,-0.24107182025909424,11.133319854736328
103,58.796901567128174,12,2036,0.8785083293914795,0.3787192106246948,0.8210111856460571,2.0799741378141334e-06,0.0,10.670310974121094
104,59.872062078055706,34,2014,0.8785083293914795,0.37528836727142334,0.8005364537239075,5.871807388757588e-06,0.0,9.854424476623535
105,59.86843418643087,73,1975,0.8785083293914795,0.3762415051460266,0.8781651854515076,2.5922799977706745e-05,0.0,4.02443790435791
106,61.04835650425232,27,2021,0.8785083293914795,0.37414878606796265,0.8072342872619629,0.0005044482531957328,0.0,8.450852394104004
107,62.19855352419868,27,2021,0.8785083293914795,0.3710302412509918,0.8172013163566589,0.00035952305188402534,-0.1786537915468216,8.413395881652832
108,63.11827243200225,49,1999,0.8857388496398926,0.36776429414749146,0.7749408483505249,0.0003715492784976959,0.0,8.707906723022461
109,64.09285865558103,13,2035,0.8857388496398926,0.36522871255874634,0.7711556553840637,7.851746886444744e-06,0.0,8.909846305847168
110,64.8932752930841,27,2021,0.8857388496398926,0.3628915846347809,0.7631011605262756,5.9409944697108585e-06,0.0,9.11301040649414
111,65.82983746078001,7,2041,0.8857388496398926,0.3624362647533417,0.7725951671600342,1.1766475154217915e-06,0.0,9.272363662719727
112,66.76534817173729,9,2039,0.8857388496398926,0.3609398305416107,0.8032252192497253,1.754419599819812e-06,0.0,9.618844985961914
113,67.71478907723869,10,2038,0.8857388496398926,0.36125707626342773,0.8098574280738831,2.8694351783542515e-08,0.0,9.461216926574707
114,68.43725735528345,18,2030,0.8857388496398926,0.3576280474662781,0.7992768883705139,1.2275546623641276e-06,0.0,9.41683292388916
115,69.38786237058945,15,2033,0.8857388496398926,0.3560435473918915,0.7973612546920776,1.4188739214660018e-06,0.0,9.804710388183594
116,70.20410547254427,6,2042,0.8857388496398926,0.3561718463897705,0.8242712616920471,4.695393585052443e-08,0.0,10.06246566772461
117,71.02148325185763,16,2032,0.8857388496398926,0.35372301936149597,0.818905770778656,9.062019330485782e-07,-0.1695566177368164,9.620898246765137
118,71.78830959615769,34,2014,0.8755666613578796,0.3517543077468872,0.8298658132553101,2.3781400159350596e-05,0.0,9.545329093933105
119,72.47171115517068,63,1985,0.8755666613578796,0.3500595986843109,0.8234748840332031,3.0308598070405424e-05,0.0,9.411890029907227
120,73.05029348646656,21,2027,0.8755666613578796,0.34721675515174866,0.80840003490448,5.435787784335844e-07,0.0,8.918953895568848
121,73.81812722892366,8,2040,0.8755666613578796,0.34605783224105835,0.8049510717391968,4.042202874643408e-07,0.0,9.051478385925293
122,74.64010620067707,36,2012,0.8755666613578796,0.3424261808395386,0.7943184971809387,6.753050456609344e-07,-0.2593690752983093,9.096623420715332
123,75.46975878465692,11,2037,0.8707724809646606,0.3400898873806,0.8001692891120911,7.394131102955726e-07,0.0,9.138338088989258
124,76.33561848184003,11,2037,0.8707724809646606,0.33646976947784424,0.7957471013069153,1.207905686584354e-08,0.0,9.386402130126953
125,77.40600677927866,9,2039,0.8707724809646606,0.3357967436313629,0.7833488583564758,7.146644520616974e-08,0.0,9.612265586853027
126,78.13644726662471,11,2037,0.8707724809646606,0.33626264333724976,0.7817054390907288,2.142147437211861e-08,0.0,9.691817283630371
127,78.73488422580004,25,2023,0.8707724809646606,0.3356703817844391,0.7923246026039124,2.831708556527701e-08,0.0,9.811232566833496
128,79.36116471361507,10,2038,0.8707724809646606,0.33325549960136414,0.7834951877593994,2.327613879415935e-09,0.0,9.903290748596191
129,79.99007224161564,32,2016,0.8707724809646606,0.33321234583854675,0.7923511862754822,8.77442296598474e-09,0.0,10.080507278442383
130,80.43274320939254,6,2042,0.8707724809646606,0.32961153984069824,0.8117055892944336,2.532430487534043e-09,0.0,10.049056053161621
131,81.05757300286173,8,2040,0.8707724809646606,0.3282540440559387,0.7914729118347168,7.886090891418007e-09,0.0,10.244597434997559
132,81.6580628008092,21,2027,0.8707724809646606,0.325350284576416,0.7961660027503967,2.4788140429166106e-09,0.0,10.288688659667969
133,82.3353099097705,6,2042,0.8707724809646606,0.3247479498386383,0.8171218633651733,1.2255270576133626e-08,0.0,10.580795288085938
134,82.87150111530815,30,2018,0.8707724809646606,0.32303833961486816,0.8341472744941711,1.6540607106207972e-08,-0.16101020574569702,9.391730308532715
135,83.44570861768062,38,2010,0.8650543689727783,0.32057714462280273,0.8342700600624084,8.622136959957061e-08,0.0,9.177462577819824
136,84.06756384159642,52,1996,0.8650543689727783,0.31887492537498474,0.8283084034919739,1.460775820305571e-07,0.0,8.645045280456543
137,84.75907649248245,14,2034,0.8650543689727783,0.318012535572052,0.8438698649406433,4.4948198052452426e-08,0.0,8.632851600646973
138,85.49416807591835,16,2032,0.8650543689727783,0.31662288308143616,0.8550578951835632,7.344408459175611e-08,0.0,8.837326049804688
139,86.11836657673044,44,2004,0.8650543689727783,0.3154570460319519,0.8587585091590881,6.092429316595371e-08,-0.19874557852745056,9.61683177947998
140,86.62340190435928,24,2024,0.8652674555778503,0.312843382358551,0.8230414986610413,5.948094639052215e-08,0.0,9.864126205444336
141,87.15144276545533,76,1972,0.8652674555778503,0.3116737902164459,0.8328808546066284,1.2310097474710346e-07,0.0,9.329407691955566
142,87.57727113749971,18,2030,0.8652674555778503,0.3088022470474243,0.834351122379303,5.066203456749463e-08,0.0,8.86081314086914
143,88.13948284962522,16,2032,0.8652674555778503,0.30891191959381104,0.8256173133850098,4.208208892464427e-08,0.0,9.236490249633789
144,88.69648216357118,50,1998,0.8652674555778503,0.3101966977119446,0.8128701448440552,8.699348796881168e-08,-0.28531867265701294,9.396040916442871
145,89.20462653106014,23,2025,0.86365807056427,0.3083205223083496,0.8409304022789001,2.798714682228365e-08,0.0,9.120081901550293
146,89.94162011559234,17,2031,0.86365807056427,0.30763518810272217,0.8551278114318848,4.463781788643928e-09,0.0,9.345815658569336
147,90.35899864315954,37,2011,0.86365807056427,0.3076440691947937,0.8701183199882507,3.0654891247650085e-07,0.0,9.1310453414917
148,90.83067846224995,15,2033,0.86365807056427,0.30697354674339294,0.8685752749443054,3.606007157941349e-05,0.0,9.318842887878418
149,91.28380721422548,0,2048,1.0,0.3054671585559845,0.8738940358161926,1.2804093341145517e-09,0.0,9.36984920501709
150,91.7921435811273,21,2027,0.8636580109596252,0.3051142394542694,0.8695977330207825,7.1841270710137906e-09,0.0,9.674947738647461
151,92.0634223773928,43,2005,0.8636580109596252,0.3051481544971466,0.8562228083610535,1.0337215528011257e-08,0.0,9.850153923034668
152,92.69649903336399,11,2037,0.86365807056427,0.3033612072467804,0.8362100124359131,3.786510827108458e-10,-0.41723451018333435,9.624555587768555
153,93.19474302229732,5,2043,0.8530739545822144,0.30219489336013794,0.8646049499511719,1.2935872817365635e-08,0.0,9.812064170837402
154,95.26360565683223,9,2039,0.8530739545822144,0.3019087314605713,0.848426342010498,5.220839582875669e-08,0.0,9.318476676940918
155,95.515635453214,17,2031,0.8530739545822144,0.30081412196159363,0.8590076565742493,9.041772273121751e-07,0.0,9.43237590789795
156,95.88742045304797,13,2035,0.8530739545822144,0.2994990348815918,0.8469941020011902,2.7349750553185004e-07,0.0,9.676447868347168
157,96.27134759871055,9,2039,0.8530739545822144,0.2979852259159088,0.8408752679824829,2.274807364699427e-08,0.0,9.60013198852539
158,96.7348356994317,4,2044,0.8530739545822144,0.2979818284511566,0.8353627324104309,1.7632840965120522e-08,0.0,9.424101829528809
159,97.27240071237726,34,2014,0.8530739545822144,0.2969907224178314,0.8153246641159058,3.202960385806364e-08,0.0,8.943709373474121
160,97.57187608267999,11,2037,0.8530739545822144,0.2966439127922058,0.8064913749694824,2.7577540251400023e-09,0.0,9.030892372131348
161,97.94722257401392,5,2043,0.8530739545822144,0.2929326891899109,0.8373079895973206,4.602966896527505e-09,0.0,9.330552101135254
162,98.31458012057823,19,2029,0.8530739545822144,0.291726291179657,0.8213531374931335,3.920881042063229e-08,0.0,9.242378234863281
163,98.84088243826122,4,2044,0.8530739545822144,0.29026713967323303,0.7976635098457336,6.46991171748823e-09,0.0,9.448695182800293
164,99.18757368837409,7,2041,0.8530739545822144,0.2878771126270294,0.8336989879608154,4.335005243660817e-09,0.0,9.494712829589844
165,99.51432719223084,15,2033,0.8530739545822144,0.287659615278244,0.8083869218826294,2.3515097424819942e-08,0.0,9.376476287841797
166,99.80579121668332,12,2036,0.8530739545822144,0.28656449913978577,0.8131209015846252,2.9273095059068055e-09,-0.1752110719680786,9.461732864379883
167,100.43246159646864,7,2041,0.8541688323020935,0.2879739999771118,0.8515722155570984,1.6840340677504173e-08,0.0,9.493973731994629
168,100.86824962109762,11,2037,0.8541688323020935,0.28720924258232117,0.840446949005127,2.9797863732028418e-08,0.0,9.20583438873291
169,101.35777009521658,9,2039,0.8541688323020935,0.28701847791671753,0.8418954610824585,9.101937870070742e-09,0.0,9.411755561828613
170,101.57172725800365,13,2035,0.8541688323020935,0.2856157422065735,0.8422002196311951,7.075728891692279e-09,0.0,9.440930366516113
171,101.89895868612811,8,2040,0.8541688323020935,0.2852269411087036,0.8469056487083435,2.960337752710984e-09,0.0,9.638786315917969
172,102.24790648301925,24,2024,0.8541687726974487,0.2850513160228729,0.8521713614463806,4.834736611059043e-09,0.0,9.571351051330566
173,102.56704395453197,39,2009,0.8541688323020935,0.2851293385028839,0.8515028953552246,1.867090837492924e-08,0.0,9.124614715576172
174,102.70209628302098,16,2032,0.8541688323020935,0.28379175066947937,0.8385900855064392,1.099325164233278e-08,0.0,8.706659317016602
175,102.90539524646296,14,2034,0.8541688323020935,0.28192245960235596,0.8575671911239624,1.6046110218326248e-08,0.0,8.888864517211914
176,103.15716347285797,35,2013,0.8541687726974487,0.27974534034729004,0.83675217628479,2.612779503863294e-08,-0.25221532583236694,9.307605743408203
177,103.48977286199012,4,2044,0.8638760447502136,0.277270644903183,0.84493088722229,8.30780944038878e-10,0.0,9.048102378845215
178,103.77631045399583,5,2043,0.8638760447502136,0.2770659923553467,0.8397396802902222,1.4673539050491513e-09,0.0,8.928621292114258
179,104.0046251001315,6,2042,0.8638760447502136,0.2776154577732086,0.8531363010406494,1.1760335638655306e-07,0.0,9.170333862304688
180,104.2613699680024,1,2047,0.8638760447502136,0.27709171175956726,0.8925159573554993,9.826799374224038e-10,0.0,8.9893798828125
181,104.52104063742264,6,2042,0.8638760447502136,0.27761662006378174,0.9061107039451599,8.082271740761371e-09,0.0,9.3689603805542
182,104.86036390449428,4,2044,0.8638760447502136,0.27745404839515686,0.8849612474441528,1.1017949885783196e-09,0.0,9.540327072143555
183,105.21760364962351,10,2038,0.8638760447502136,0.27816107869148254,0.8935287594795227,1.488733025745148e-09,0.0,9.82411003112793
184,105.52690637764445,5,2043,0.8638760447502136,0.2776603102684021,0.9006096720695496,9.442958637251309e-10,0.0,9.84872055053711
185,105.93247567218785,4,2044,0.8638760447502136,0.27662622928619385,0.8872648477554321,2.2255751408462032e-10,0.0,9.774388313293457
186,106.02862710478524,1,2047,0.8638760447502136,0.27598363161087036,0.8936779499053955,1.5711416889718777e-10,0.0,9.658567428588867
187,106.22596577205914,2,2046,0.8638760447502136,0.2760227620601654,0.8898943662643433,3.2671548799712014e-10,0.0,9.484622955322266
188,106.49846703989994,7,2041,0.8638760447502136,0.27322918176651,0.8921732306480408,4.0241485144143496e-10,0.0,9.707693099975586
189,106.68777977847496,9,2039,0.8638760447502136,0.2731439173221588,0.8899571299552917,1.779521419109642e-09,0.0,9.802189826965332
190,107.0868323775357,3,2045,0.8638760447502136,0.27229028940200806,0.880474328994751,7.383050837361793e-10,0.0,9.812886238098145
191,107.32492402138146,8,2040,0.8638760447502136,0.2699500322341919,0.8634673953056335,5.855760321082926e-10,0.0,9.776032447814941
192,107.36669295932006,5,2043,0.8638760447502136,0.2700316905975342,0.8808590769767761,1.6322224127840457e-10,0.0,9.743650436401367
193,107.65604768647147,11,2037,0.8638760447502136,0.26837536692619324,0.8963145613670349,3.7524037210801e-09,0.0,9.75290298461914
194,107.89134849701374,7,2041,0.8638760447502136,0.26762428879737854,0.8863704204559326,6.711691202809789e-10,0.0,10.003490447998047
195,108.0972445123521,2,2046,0.8638760447502136,0.2661360204219818,0.8984778523445129,2.377005259290854e-10,0.0,9.954827308654785
196,108.39624292025721,20,2028,0.8638760447502136,0.26600897312164307,0.8878400921821594,2.26417151694136e-09,0.0,10.062324523925781
197,108.6853878429779,5,2043,0.8638760447502136,0.2666611671447754,0.8765214681625366,2.6773391836876215e-10,0.0,10.043713569641113
198,108.93624482634752,4,2044,0.8638760447502136,0.26519960165023804,0.8884374499320984,1.0745409423362773e-10,0.0,10.105141639709473
199,109.13684866388661,3,2045,0.8638760447502136,0.2632494568824768,0.8924022316932678,1.9692494857004306e-10,0.0,10.045083999633789
200,109.51612410847024,1,2047,0.8638760447502136,0.26217561960220337,0.8937569856643677,6.870753271881469e-11,0.0,9.992913246154785
201,109.85305802486192,0,2048,1.0,0.26061493158340454,0.8914909362792969,7.494858206280597e-11,0.0,9.814737319946289
202,110.106013237624,7,2041,0.8638760447502136,0.2600362002849579,0.8960081934928894,1.9038287613071248e-10,0.0,9.8178071975708
203,110.31286695264649,9,2039,0.8638760447502136,0.2599254548549652,0.8902571201324463,1.568739582680223e-10,0.0,10.218050956726074
204,110.66069930276345,4,2044,0.8638760447502136,0.2587551176548004,0.9046505093574524,1.2883025202192755e-10,0.0,10.072439193725586
205,110.86743596950049,4,2044,0.8638760447502136,0.25823360681533813,0.9136365652084351,1.560035850500796e-10,0.0,10.1919584274292
206,111.24179336204615,5,2043,0.8638760447502136,0.2581827640533447,0.9037108421325684,1.507976798986732e-10,-0.18243062496185303,9.154553413391113
207,111.49620726740238,9,2039,0.8451278805732727,0.25688159465789795,0.9123435616493225,4.694952426831378e-09,0.0,9.280288696289062
208,111.71146269437115,23,2025,0.8451278805732727,0.2565511465072632,0.9401360750198364,1.2191380349690917e-08,0.0,9.142573356628418
209,112.22082791865547,10,2038,0.8451279401779175,0.25619858503341675,0.9367389678955078,1.8520813771516487e-09,0.0,9.521949768066406
210,112.36154235288139,7,2041,0.8451279401779175,0.2567157745361328,0.9334520101547241,1.7283574571536064e-09,0.0,9.816311836242676
