epoch,avg_reward,option 0 dur,option 1 dur,option 0 std,option 1 std,option 0 term,option 1 term,option 0 adv,option 1 adv
1,-0.1568057091769729,1216,832,1.0,1.0,0.3182434141635895,0.3956875503063202,-0.7321382164955139,0.3012615144252777
2,-0.09705392893768866,1108,940,1.0012822151184082,1.0126214027404785,0.5519670844078064,0.5098984241485596,0.05258122459053993,0.04837685823440552
3,0.09508240627305621,1308,740,0.996624767780304,1.0155062675476074,0.5127357840538025,0.5125446915626526,0.050280679017305374,0.00019150195294059813
4,0.23054791756522658,1423,625,0.9824597239494324,1.0039242506027222,0.5167073011398315,0.5388995409011841,0.03903309628367424,-0.03147800266742706
5,0.3742658849952687,1495,553,0.9781814813613892,1.0050089359283447,0.45551949739456177,0.523047685623169,0.05075463652610779,0.028890175744891167
6,0.5448915461176156,1315,733,0.9785446524620056,1.0037604570388794,0.4629981219768524,0.492573082447052,0.037678975611925125,-0.024209685623645782
7,1.1658020862404106,1556,492,0.9699616432189941,0.9994861483573914,0.3897773325443268,0.5717947483062744,0.14812059700489044,-0.09929937869310379
8,1.6201284484070604,1653,395,0.958591639995575,1.0075994729995728,0.3597565293312073,0.5503846406936646,0.09523384273052216,0.11484836041927338
9,3.120096875955953,1840,208,0.9435733556747437,1.008746862411499,0.20227918028831482,0.6835585832595825,0.3661336600780487,0.011997785419225693
10,4.660119846656263,1780,268,0.9368320107460022,1.0057891607284546,0.16334128379821777,0.6741142272949219,0.5802417993545532,-0.2424456775188446
11,7.105523933836089,1922,126,0.9331225752830505,1.0075547695159912,0.09593705087900162,0.7566903233528137,0.49003905057907104,0.0
12,9.376923136769312,1924,124,0.9334054589271545,1.007552981376648,0.09636682271957397,0.7512356638908386,1.0285340547561646,-0.9015867114067078
13,12.155191488355344,1950,98,0.9318633079528809,1.0102583169937134,0.08116217702627182,0.8140392303466797,0.7637838125228882,0.0
14,13.868349151927491,1923,125,0.930374026298523,1.0102001428604126,0.08535323292016983,0.7734781503677368,0.8457969427108765,0.9608532190322876
15,16.045356266212313,2021,27,0.9232059121131897,1.0150548219680786,0.02415219135582447,0.8985157608985901,1.2277547121047974,0.0
16,18.543130352579052,2017,31,0.9152563810348511,1.0155041217803955,0.016428189352154732,0.9026845693588257,1.697224497795105,0.0
17,20.30673596324302,2032,16,0.9114341735839844,1.0155041217803955,0.020824722945690155,0.9035050272941589,1.9061747789382935,0.0
18,22.363200579451917,2006,42,0.902420163154602,1.0155041217803955,0.03369913250207901,0.915973961353302,2.0259103775024414,0.0
19,22.720560100596494,2020,28,0.9022724032402039,1.0155041217803955,0.016891788691282272,0.9189991354942322,2.18631911277771,0.0
20,23.767567126996155,2030,18,0.8974834084510803,1.0155041217803955,0.021028652787208557,0.9186002612113953,2.319131374359131,-0.43807724118232727
21,24.054484316748866,2028,20,0.8926891684532166,1.016068458557129,0.005139045882970095,0.9505994915962219,1.9376667737960815,0.0
22,24.975761393215585,2013,35,0.8924201130867004,1.0154681205749512,0.01123571302741766,0.9366728663444519,2.0086889266967773,0.0
23,25.584201423503615,2026,22,0.8836426734924316,1.0154681205749512,0.013037472032010555,0.9440129995346069,1.8550207614898682,0.0
